web-scraper-order,web-scraper-start-url,Reviews,Pagination,Pagination-href
"1530529866-1090","https://www.indeed.co.in/cmp/Amazon.com/reviews","Worked with Amazon and Sakti enterprises. Loved the work, as it totally defines my personality. At Sakti had to deal directly with the customer for sales as sales executive, as to make sure customer find the right product for purchase that suits his or her needs and also fits the budget.  At Amazon used to deal with customers online via email and call, had to take of customer issues and make sure to resolve the problem as soon as possible without any delay in response.

As a matter of fact at work everyday is a new day, as I had to deal with different customers with various issues and demands. However work pressure is also a part of excitement and fun.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529331-850","https://www.indeed.co.in/cmp/Amazon.com/reviews","Had spent a very lil time here as an intern, but hv the best of experience.
Its a great place to work, great place to have fun, employees engagement, activities.. 
Its always day 1 at Amazon☺️👍🏻","13","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=240"
"1530529738-1018","https://www.indeed.co.in/cmp/Amazon.com/reviews","i  like to do work and enjoy full with working with u an movement of my lif to give a place to my selfe to do work hard and from my heart warm to to work this job thankyou & 
this is one of the the greast place where student can learn something to do in lif and futher in life thankyou","45","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=880"
"1530529991-1136","https://www.indeed.co.in/cmp/Amazon.com/reviews","In Amazon i have been working in Accounts Receivable team as an AR Analyst, processing Billing Imports, GC's, Advertising & liquidation's. Played significant role in testing the projects for process improvements.","69","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1360"
"1530529937-1133","https://www.indeed.co.in/cmp/Amazon.com/reviews","The journey with Amazon is quite good but over all the growth has dragged me down as there are not much chances to grow. 
Being Aware of how amazon works with its policies and how it puts  its customers at first priority is quite amazing, that is why its known as the world's customer centric company.","65","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1280"
"1530529866-1072","https://www.indeed.co.in/cmp/Amazon.com/reviews","its still day 1.
working culture was not so good. 
very complicated works 
need to simplify things
co workers are very good.
No air condition for the team lead in warehouse.
Salary was good. 2 days week off were there.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529788-1048","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a good place to work for.But dedication in terms of handling of volume of work(which requires more time) has been the case in my case than anything related to quality","49","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=960"
"1530529370-862","https://www.indeed.co.in/cmp/Amazon.com/reviews","We get to learn a lot of things on the job. It really depends on the individual employees to maintain the work-life balance.Amazon encourages people to understand themselves and really work hard to their potentials. Also, the Leadership principles are so beautiful and encourages to the generation to thing Big.","17","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=320"
"1530529991-1152","https://www.indeed.co.in/cmp/Amazon.com/reviews","Assisting in Internal Audit
Learned many good things : Team work, Time Management, Task Oriented
Management was fantastic
My Co-workers were very friendly & helping nature

During our Team Outing","69","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1360"
"1530529866-1075","https://www.indeed.co.in/cmp/Amazon.com/reviews","I used to work in amazon as an cce. 
Each and every senior supported me. 
The management of the company was so strong. 
Night shift was the hardest part though I used to enjoy there as my co workers were too funny and enjoyable. 
Great free environment to work in.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529411-895","https://www.indeed.co.in/cmp/Amazon.com/reviews","Work Environment is great. You can listen to music, you can wear anything you like. You get paid for every additional hour you work. You get a bonus whenever performed to the mark. You get opportunities to earn Gift Cards every month and awards for your performance. Your issues are addressed. You get a laptop which is yours till you leave the company.","21","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=400"
"1530529900-1110","https://www.indeed.co.in/cmp/Amazon.com/reviews","Dynamic work culture and adaptive policies.
User-friendly SOPs and process
Friendly environment
Management is efficient and helpful","61","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1200"
"1530529866-1088","https://www.indeed.co.in/cmp/Amazon.com/reviews","An exceptional place to work, Amazon includes a pool of talented individual who drive and share enthusiasm and inspiration to  co-workers. A highly energetic workplace.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529527-942","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a best place for people who are workaholic and can deliver in a challenging environment.

There are so many employee centric facility. However, few more are accepted, like WFH for everyone, and few more technology implementation across all the department.","29","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=560"
"1530529900-1095","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon as we all know that one among the top E-commerce companies in the world, has been a great place to work for people to start their career with. 

Being dealt with catalog quality maintenance, Procurement processes and Trouble ticket resolving has helped me to gain more knowledge about how Retail Platform works.","61","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1200"
"1530529331-840","https://www.indeed.co.in/cmp/Amazon.com/reviews","I was very comfortable with my amazons job but because of my exams i resign it. If i get that position and if the same job i will very happily do the job. But as i did it before i am looking some upper position.","13","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=240"
"1530529664-999","https://www.indeed.co.in/cmp/Amazon.com/reviews","the salary they provide as a fresher and other benefits like cab facility, cab reimbursement and sodexo are really good comparatively with other companies.","41","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=800"
"1530529991-1135","https://www.indeed.co.in/cmp/Amazon.com/reviews","everything is enjoyable working with Amazon. everybody are friendly
equal importance to associates at work. love and care at work","69","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1360"
"1530529302-820","https://www.indeed.co.in/cmp/Amazon.com/reviews","Realy a Good place to work also the best company to work with.
Management is really really good. Learnt Ownership, Keep customers trust, Pay attention to competitors, Simplify and finding ways, Being curious about learning.","9","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=160"
"1530529331-849","https://www.indeed.co.in/cmp/Amazon.com/reviews","Best place to work! I learnt a lot of new things.Best thing was the management. I made a lot of new friends.Every week we had some goals to meet up.Our managers and teammates helped me a lot.","13","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=240"
"1530529290-785","https://www.indeed.co.in/cmp/Amazon.com/reviews","Pros
> Cab facility
> Sodexo food coupon
> Job Security until u perform well
> Job culture is amazing
> No dress code
> OT benefits

Cons
> New opportunities / Chance to learn new things & advance lacks
> Salary / payscale is low for Associates (manual testers)","",""
"1530529473-919","https://www.indeed.co.in/cmp/Amazon.com/reviews","Disadvantage is nothing to learn. Enjoyable work culture but no increment. Also their leave policy is the worst one. Managers will not help you at any circumstances. I'll noy suggest anyone to join in that company","25","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=480"
"1530529294-800","https://www.indeed.co.in/cmp/Amazon.com/reviews","The best company with a vision. Best leadership ideology one could have. Makes everyone a leader from day 1. You always learn everyday and it's still day 1.  Be it the work life balance or growth, Amazon grows with your growth.","5","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=80"
"1530529664-987","https://www.indeed.co.in/cmp/Amazon.com/reviews","I was very comfortable with my amazons job but because of my exams i resign it. If i get that position and if the same job i will very happily do the job. But as i did it before i am looking some upper position.","41","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=800"
"1530529302-831","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is platform to make a significant impact on the bottom line. The ideal atmosphere for  professional and one in which new ideas are welcome and decision making is openly available opportunity.","9","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=160"
"1530529370-864","https://www.indeed.co.in/cmp/Amazon.com/reviews","Given the facilities are best by the company...in these company are not presharise in the employee...over all the company are best....
Amazon company over all best because all the supervisor and station manager are good person ...","17","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=320"
"1530529294-808","https://www.indeed.co.in/cmp/Amazon.com/reviews","Its goord to work in amazon as a fresher. I would like to upgrade my skills and willing to settle down in my home town Delhi. I am lookings for something good in delhi/NCR/NOida or gurgaon for japanese opportunity.","5","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=80"
"1530529664-1007","https://www.indeed.co.in/cmp/Amazon.com/reviews","At Amazon, I worked as a consultant, moved to trainer and then L2 trainer.. Working there I have learnt alot, always it was fun with work, exposure is huge.","41","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=800"
"1530529664-1001","https://www.indeed.co.in/cmp/Amazon.com/reviews","great company to work, has lot of challenging technology, you will learn everyday and great team and get lot of support to grow your skills. a Great place to work","41","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=800"
"1530529527-940","https://www.indeed.co.in/cmp/Amazon.com/reviews","A lot of focus on controls and improvements in the process , the leadership team was keen to understand and work on improvements and lot of visibility to understand the business.
Management need to focus on grooming and invest in developing the employees.","29","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=560"
"1530529302-835","https://www.indeed.co.in/cmp/Amazon.com/reviews","The work environment is good,team understing for work and also for fun activities,the culture is good high authorities helping is also good and understandable.the hard part of the days are of peak time.every day is enjoyable day with work.","9","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=160"
"1530529866-1077","https://www.indeed.co.in/cmp/Amazon.com/reviews","One of the best things about working at Amazon is the opportunity to work on really difficult problems alongside really smart people","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530530035-1162","https://www.indeed.co.in/cmp/Amazon.com/reviews","A typical day at work is log into your system and start pulling cases from the lobby to meet the days criteria and maintain your performance metrics. While your at it you will be learning how its like to stretch out your workload so its less stressful and maximizes your productive with minimizing mistakes and system or employee crashes. The management hierarchy is open for everyone to interact on different levels and while you report to a specific manager you will be able to go on the floor and interact with other teams and other managers. The hardest part of what seems to be the greatest job is the rotational shifts that require working hours stretched from 10 in the night to 6 in the morning that is excluding the time for transportation, and when you think it can't get worse the shift changes to morning 8 to 4 in the afternoon in a blink. Which leaves you looking like a zombie at work and productivity marginally goes out the window. Repeat this over a course of time, you end up with a hay wired biological clock that has no set sleep timings or food timings. The greatest part of this job was the energy filled teams that brought in so much of fun while at work it just seemed to be everywhere for that 9 hour shift, keeping you entertained and energetic for some more of those customers to satisfy.","73","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1440"
"1530529900-1111","https://www.indeed.co.in/cmp/Amazon.com/reviews","its customer centric company. work with safety is first rules  

work hard. have fun, make history..........................!","61","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1200"
"1530529473-912","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is one of the leading online retail e-commerce company. 
The management is friendly and you'll get to learn many things. 
It has a good work culture.","25","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=480"
"1530529564-965","https://www.indeed.co.in/cmp/Amazon.com/reviews","excellent technical learning. 
but people are treated shabbily. One must remember that it is a simple trade of your years and health in exchange of better pay and good future prospects. 

Do not mistake that you are important or significant to the company, even if your contribution is critical.

Everyone is replaceable. In many Bangalore specific teams, the culture is a horribly caricature of the actual Amazon principles.","33","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=640"
"1530529900-1104","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is one of the most employee friendly company in the world. Speaking about the work I did there was pretty amazing, I had amazing team which would support and make me feel proud whenever I did something out of the box. People are friendly and I never realized as I was working there, it was more like my second home. Times do come when the work has to be done overnight and I think I have done it right in time. Overall, I enjoyed working there.","61","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1200"
"1530529331-860","https://www.indeed.co.in/cmp/Amazon.com/reviews","I learnt how to use vac am, and how to complete our work fast. Overall management is good. I love that job so that i enjoyed a lots. There is nothing to tell like a hardest part.","13","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=240"
"1530529991-1145","https://www.indeed.co.in/cmp/Amazon.com/reviews","A very pleasant workplace and which enables us tio learn more about leadership skills . Very good management with supportive and enthusiastic co-workers. A place where no one bosses around or none one compels you what to do. But at end of the day , you are responsible for the work you do. 
Hardest part of the job is to identify the root cause of the cases given to us and resolve them. Most enjoyable part is that we are free to do anything right from dress code to work culture , Music , Dance etc.","69","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1360"
"1530529527-925","https://www.indeed.co.in/cmp/Amazon.com/reviews","Work at Amazon is both challenging and Fun (the fun in winning a challenge).

Worked in several roles; helping the customer, stakeholders, internal teams and also trained the new comers (process).

Work in Amazon goes with its tag line- ""Work hard - create history - have fun"".

Working with Amazon has inculcated many positives in me; people management, real time analysis, zeal to accomplish the tasks and many more.","29","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=560"
"1530529527-934","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon was my first employer. The company appreciates talent and has always been promoting on bringing new ideas to the desk. The growth opportunities are great.","29","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=560"
"1530529788-1031","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a service and customer satisfaction oriented company. I had a great opportunity understanding the importance of customer service and satisfaction of the same. My colleagues were very friendly and helped me a lot especially during the transition from induction to OJT (on the job training) phase. Leads and Supervisors were very helpful, motivating and also provided me with great inputs and guidance during my entire period of employment at Amazon. Amazon had a great work culture and even at the toughest of the challenges during the job, there was adequate support by the leads which made my life easier at Amazon. The best part of Amazon is work culture and a great professional integrity.","49","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=960"
"1530529937-1132","https://www.indeed.co.in/cmp/Amazon.com/reviews","the day starts with radiant smiles all around the place from co-workers and senior management. I learned time management, thinking in multiple directions and enhanced my decision making capabilities. The senior management is very helpful and friendly. I guess they select like minded people because a majority of employees are jolly people. The hardest part of the job was meeting deadlines. I enjoyed the pressure in the job.","65","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1280"
"1530529473-908","https://www.indeed.co.in/cmp/Amazon.com/reviews","Good work and Learning and good benefits.
Everything else is summed up by their leadership principle 'frugality'.

A lot of young managers with barely 4 years of experience!","25","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=480"
"1530529664-1002","https://www.indeed.co.in/cmp/Amazon.com/reviews","i would like to thanks amazon for giving me the opportunity to work, i learn a lot during that time which help to get the settle in overseas oppurnity","41","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=800"
"1530529832-1059","https://www.indeed.co.in/cmp/Amazon.com/reviews","i want to join in a good package in good company amazon is a good company but i want to change my company because of + salary so i am looking a good job","53","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1040"
"1530530035-1170","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a good place to work and the culture is very laid back, but it sometimes becomes hectic when you may have to stretch in order to meet the SLA's","73","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1440"
"1530529620-986","https://www.indeed.co.in/cmp/Amazon.com/reviews","Interactive place to work, learnt a lot about how to interact with people , inface it's a voice process , 50 calls per day and its not told by you that you worked for the at the end of the day ,cuz the work place is amazing , and the crowd as well , highly recommended","37","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=720"
"1530529290-795","https://www.indeed.co.in/cmp/Amazon.com/reviews","The company truly justifies it's logo. I thoroughly enjoyed while I learnt a lot. Going to work everyday felt like going to a fun place. The first job is important to anybody and I feel very lucky to be an employee of Amazon as my first job. 

I had great enthusiastic managers and colleagues as well.","",""
"1530529411-893","https://www.indeed.co.in/cmp/Amazon.com/reviews","Great place to work at! Fun loving people, usually filled with youngsters and led by able managers with good experience. Tremendous scope to grow in the organisation","21","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=400"
"1530529937-1117","https://www.indeed.co.in/cmp/Amazon.com/reviews","learnt marketing skills, such a wonderful place to work, as said, wok hard have fun, managers were helpful, totally amazing experience.","65","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1280"
"1530529473-920","https://www.indeed.co.in/cmp/Amazon.com/reviews","Good place to work with.  Nice environment and very good people to learn and enhance your career.  Regular team building activities.  Overall a good place to set your career","25","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=480"
"1530529937-1129","https://www.indeed.co.in/cmp/Amazon.com/reviews","To Contact sellers about the issues that are being fcaed by customers which have been reported to customer support and routed to seller support.","65","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1280"
"1530529564-952","https://www.indeed.co.in/cmp/Amazon.com/reviews","Great opportunity for a long term career with this organization. 

Fast and good internal growth. 

Awesome work culture. 

No offences if you love to dress in casual.

More than expected salary at the end of the month. 

Beautifull campus. 

Transport benefits. 

Meal benefits. 

Incentive benefits

Statutory bonus benefits.","33","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=640"
"1530529866-1080","https://www.indeed.co.in/cmp/Amazon.com/reviews","An interest in a business surfaced as I took up a job as a Transaction Risk Investigator at Amazon.de last year. Working in a foreign language (German) has broadened my knowledge in different areas as it enabled me to better understand the basic principles of the world around us. It helped me in refining my perspectives and furthered my interest in the field. Working under seasoned professionals has exposed me to the nuances of the trade and has allowed me to hone my 
problem-solving skills. It has taught me to be determined and persevered when I want to reach my goals and to not give up. My job at Amazon.de arose in me a desire to gain more knowledge in the field of business and to become more aware of the daily on-goings in the business world.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529832-1064","https://www.indeed.co.in/cmp/Amazon.com/reviews","The work culture at amazon was awesome. It was fun and productive at the same time. I learned alot of things as it was my first work place so its really special for me i could not even have imagine i would get such a good company as my first work place. the whole management was very helpful.I miss the work place.","53","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1040"
"1530529302-836","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a wonderful company to work for. With solving the customer issues by making sure no financial fraud happens and making Amazon the most trustworthy and safest place to shop online on the earth.","9","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=160"
"1530529331-842","https://www.indeed.co.in/cmp/Amazon.com/reviews","As per my point of Amazon is good platform for as everything is  their  good leadership principal and good learning and good working place with HR,operation,rest of department ...","13","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=240"
"1530529294-810","https://www.indeed.co.in/cmp/Amazon.com/reviews","A great place to work, specially the work culture is awesome . I had to leave AMAZON for my further studies . but I wish to go back to the same company If I ever get opportunity","5","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=80"
"1530529738-1020","https://www.indeed.co.in/cmp/Amazon.com/reviews","Being my first employer, Amazon has given me great memories. Management was great. There are a lot of opportunities internally. Work culture is too good.","45","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=880"
"1530529991-1137","https://www.indeed.co.in/cmp/Amazon.com/reviews","I've worked with Amazon for almost two years 11 months and its been a learning educative and wonderful experience till the date I resigned. 

Really a great place to work.","69","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1360"
"1530529866-1091","https://www.indeed.co.in/cmp/Amazon.com/reviews","I have learnt much in these years.Very flexible and challenging environment. Work space is quite comfortable for employees.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529527-944","https://www.indeed.co.in/cmp/Amazon.com/reviews","Work culture is pretty Good and was trained on all most all the process and the bad part is we don't have personal time. No time to unite with family.","29","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=560"
"1530529331-847","https://www.indeed.co.in/cmp/Amazon.com/reviews","It has been a great experience in working in Amazon.This company thought me many things.The work culture is very good. The co-workers are very friendly and came forward to help the new joinee. Work timings are good.","13","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=240"
"1530529302-830","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazing place to work . Its all about work hard, have fun and make history. For amazon its all about customers . Customers are the number one priority.","9","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=160"
"1530529866-1086","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a great place to work with lots of opportunities to learn. The company encourages employees to experiment and learn on a day to day basis.","57","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1120"
"1530529370-868","https://www.indeed.co.in/cmp/Amazon.com/reviews","Enjoy your life with purchase in Amazon  per
Watch movies in amazon prime
Love your life we have amazon to live
Amazon hai todha zindagi bi hai
Love you amazon","17","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=320"
"1530529788-1036","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a fun loving place employees are treated very well and they get a chance to learn new things. Co workers are good and help each other in the work tasks.","49","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=960"
"1530529991-1142","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is my first company where i have been experienced 3 years where i learned about amazon business operations which enhanced my knowledge , no pressure,no work load, fun loving work place.

simply....Amazon is cool place to work.","69","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1360"
"1530529302-823","https://www.indeed.co.in/cmp/Amazon.com/reviews","›	Handled daily and weekly technical operations for Imaging Team projects, monitored                               incoming data, ran image analysis software, and assessed image quality
›	Generated reports, maintained dashboards, and interfaces with other teams in the group
›	Implemented various scripts and consumed time in processing the images","9","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=160"
"1530529788-1035","https://www.indeed.co.in/cmp/Amazon.com/reviews","Amazon is a great company to work with.After I graduated from college , Amazon gave me a great exposure to the corporate culture. I've learnt a lot about the importance of databases. I've always wanted to learn more about it and then I decided and came to the United states for pursuing my masters.","49","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=960"
"1530529664-996","https://www.indeed.co.in/cmp/Amazon.com/reviews","it is good environment to work. cant spend time with your family. with out much experience didnt get manager jobs. good infrastructure. i have learned handle the pressure situation","41","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=800"
"1530529937-1116","https://www.indeed.co.in/cmp/Amazon.com/reviews","Working hard is the goal of very company, we work in the different concept to make very one satisfied about their daily job. And have fun at floor. we do extra time work as per requirement in the area. we work at weekends with  compulsory OT.Company helps us grow both in our career and in the development of the company.","65","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=1280"
"1530529290-783","https://www.indeed.co.in/cmp/Amazon.com/reviews","•	Promoted after 1 year to Training Associate, where I was previously employed as an internal auditor, performing basic audit functions, leading responsibility for US and UK region and training all new auditors.
•	Responsibilities include evaluating and matching training needs with potential candidates by building the program and preparing teaching plans.
•	Administer, organize and conduct assessments within the Department.","",""
"1530529294-798","https://www.indeed.co.in/cmp/Amazon.com/reviews","I was very comfortable with my amazons job but because of my exams i resign it. If i get that position and if the same job i will very happily do the job. But as i did it before i am looking some upper position.","5","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=80"
"1530529620-981","https://www.indeed.co.in/cmp/Amazon.com/reviews","Is there anything better that could have happened to me than joining and working for amazon !! Probably going to the moon !!An absolute marvelous happening place in the city and globally .So much of innovation .So many ideas everyday .What is so interesting is the fact that life is so short and so very much is left to enjoy and explore !","37","https://www.indeed.co.in/cmp/Amazon.com/reviews?start=720"
